Rent_At_Level,Gap,Total,At_This_Level,Vacant,Substandard,Substandard_Vacant,eli_old,vli_old,li_old,Gap_No_Assisted,Per100,Per100_No_Assisted,county,eli,vli,li
Very low (31-50%),130.0037754,437.7394998,307.7357244,,0,,247.87,109.63,59.5,245.0037754,70.30110935,44.029776725,01075,214,115,50
Low (51-80%),3.468617272,329.5186409,279.4318075,46.61821614,0,0,247.87,109.63,59.5,53.468617272,98.94736842,83.773720016,01075,214,115,50
Middle (81-120%),279.0155734,306.7645116,27.74893818,,0,,247.87,109.63,59.5,279.0155734,9.045680688,9.0456806934,01075,214,115,50
High (over 120%),259.0363379,259.0363379,,,,,247.87,109.63,59.5,259.0363379,0,0,01075,214,115,50
Extremely low (0-30% AMI),1974.259646,3136.840866,1028.547858,171.4246429,37.39128118,0,1227.64,380.88,87.48,3034.259646,37.06216761,3.2702079698,01077,1060,375,84
Very low (31-50%),163.3711362,2538.580367,1777.523982,841.5914517,0,243.9062034,1227.64,380.88,87.48,538.3711362,93.56446862,78.792432842,01077,1060,375,84
Low (51-80%),-1172.935728,2321.710936,3035.596781,676.4945641,38.54178214,178.9028992,1227.64,380.88,87.48,-1088.935728,150.5203172,146.90229568,01077,1060,375,84
Middle (81-120%),1969.657642,2240.600618,270.9429759,,0,,1227.64,380.88,87.48,1969.657642,12.09242619,12.092426192,01077,1060,375,84
High (over 120%),2043.289704,2072.627478,75.35781283,,46.02003837,,1227.64,380.88,87.48,2043.289704,1.415487094,1.4154870719,01077,1060,375,84
Extremely low (0-30% AMI),436.0244515,784.75448,398.8683638,,50.13833529,,227.53,78.25,49.22,582.0244515,44.4381061,25.833561154,01079,146,43,17
Very low (31-50%),-84.6084408,448.2605929,491.6839725,41.18506113,0,0,227.53,78.25,49.22,-41.6084408,118.8748336,109.28219912,01079,146,43,17
Low (51-80%),199.21035,615.8360409,413.6412661,60.88226428,13.57913247,44.31870708,227.53,78.25,49.22,216.21035,67.65204749,64.89157249,01079,146,43,17
Middle (81-120%),283.9680121,355.8926478,71.92463574,,0,,227.53,78.25,49.22,283.9680121,20.20964361,20.209643595,01079,146,43,17
High (over 120%),379.9172668,384.9907888,5.073522023,,0,,227.53,78.25,49.22,379.9172668,1.317829457,1.3178294514,01079,146,43,17
Extremely low (0-30% AMI),4978,7524,2546,,0,,1541.63,374.59,54.78,6102,33.83838384,18.899521531,01081,1124,314,46
Very low (31-50%),101,5320,4918,476,0,175,1541.63,374.59,54.78,415,98.10150376,92.19924812,01081,1124,314,46
Low (51-80%),-3034,2372,4840,724,158,0,1541.63,374.59,54.78,-2988,227.9089376,225.96964587,01081,1124,314,46
Middle (81-120%),968,2804,1252,584,0,0,1541.63,374.59,54.78,968,65.47788873,65.47788873,01081,1124,314,46
High (over 120%),1616,2391,775,,0,,1541.63,374.59,54.78,1616,32.41321623,32.413216228,01081,1124,314,46
Extremely low (0-30% AMI),1420.651659,2492.381517,981.7417062,118.436019,28.4478673,0,469.36,56.24,2.4,1956.651659,43.00023294,21.494697114,01083,536,76,7
Very low (31-50%),-517.2867299,1492.64218,1627.334123,564.3127962,0,181.7180095,469.36,56.24,2.4,-441.2867299,134.655776,129.56413371,01083,536,76,7
Low (51-80%),1685.971564,3087.464455,1401.492891,,0,,469.36,56.24,2.4,1692.971564,45.39300489,45.166281631,01083,536,76,7
Middle (81-120%),967.8080569,986.3862559,18.57819905,,0,,469.36,56.24,2.4,967.8080569,1.883460859,1.8834608541,01083,536,76,7
High (over 120%),660.1066351,895.8175356,235.7109005,,0,,469.36,56.24,2.4,660.1066351,26.31237848,26.312378485,01083,536,76,7
Extremely low (0-30% AMI),103.8817803,168.1350835,80.26616829,,16.01286509,,184.3,30.32,13.38,275.8817803,38.21528611,-64.08341112,01085,172,31,10
Very low (31-50%),-22.26999305,105.3619611,91.83849096,35.79346314,0,0,184.3,30.32,13.38,8.73000695,121.1366539,91.714270635,01085,172,31,10
Low (51-80%),-4.642385257,200.0262517,203.2557371,5.718880389,4.305980529,0,184.3,30.32,13.38,5.357614743,102.320888,97.321544199,01085,172,31,10
Middle (81-120%),174.863178,216.3755216,41.51234353,,0,,184.3,30.32,13.38,174.863178,19.18532338,19.18532341,01085,172,31,10
High (over 120%),264.9523644,264.9523644,19.847879,,19.847879,,184.3,30.32,13.38,264.9523644,0,0,01085,172,31,10
Extremely low (0-30% AMI),655.0294947,943.9086966,364.3755151,,75.49631316,,605.56,150.74,52.7,1135.0294947,30.60457044,-20.24780562,01087,480,137,39
Very low (31-50%),-60.88852743,448.06311,473.3195619,80.54760356,0,44.91552809,605.56,150.74,52.7,76.11147257,113.5892748,83.013224952,01087,480,137,39
Low (51-80%),-90.37714162,625.4043591,587.0418564,145.1222078,0,16.38256344,605.56,150.74,52.7,-51.37714162,114.4509932,108.21502775,01087,480,137,39
Middle (81-120%),165.8734548,402.7380178,236.864563,,0,,605.56,150.74,52.7,165.8734548,58.81355932,58.813559319,01087,480,137,39
High (over 120%),386.9015398,394.6832574,7.781717632,,0,,605.56,150.74,52.7,386.9015398,1.971636112,1.9716361042,01087,480,137,39
Extremely low (0-30% AMI),7143.863654,10425.00573,3216.130225,85.56398104,20.5521327,0,3447.66,373.14,34.2,9690.863654,31.47376759,7.0421263548,01089,2547,336,23
Very low (31-50%),-3487.409296,9867.554479,10466.87064,3526.98485,210,428.8917096,3447.66,373.14,34.2,-3151.409296,135.3421844,131.93708535,01089,2547,336,23
Low (51-80%),617.0752596,8516.227016,6894.964209,1143.187548,0,139,3447.66,373.14,34.2,640.0752596,92.75412388,92.484051231,01089,2547,336,23
Middle (81-120%),4803.678402,5714.376336,683.6979336,227,0,0,3447.66,373.14,34.2,4803.678402,15.9369611,15.936961104,01089,2547,336,23
High (over 120%),6708.785291,7017.074391,308.2890995,,0,,3447.66,373.14,34.2,6708.785291,4.393413585,4.3934135912,01089,2547,336,23
Extremely low (0-30% AMI),336.7889685,891.5531007,494.2654274,87.4726497,0,26.97394484,269.67,86.78,24.55,571.7889685,62.22446333,35.865966026,01091,235,89,24
Very low (31-50%),109.4371477,430.8124333,321.3752857,19.26710346,0,19.26710346,269.67,86.78,24.55,198.4371477,74.59749553,53.938853115,01091,235,89,24
Low (51-80%),-88.62867591,333.3208898,421.9495658,,0,,269.67,86.78,24.55,-64.62867591,126.5895954,119.38932659,01091,235,89,24
Middle (81-120%),216.8191376,241.3525827,24.53344507,,0,,269.67,86.78,24.55,216.8191376,10.16498137,10.164981383,01091,235,89,24
High (over 120%),188.8176139,188.8176139,,,,,269.67,86.78,24.55,188.8176139,0,0,01091,235,89,24
Extremely low (0-30% AMI),357.4195883,820.6845133,477.7257663,9.020677894,23.48151919,0,501.08,263.31,168.61,752.4195883,56.44860083,8.3180471781,01093,395,240,123
Very low (31-50%),182.3774445,718.726313,504.8975787,44.28607973,0,12.83479002,501.08,263.31,168.61,422.3774445,74.62491059,41.232505773,01093,395,240,123
Low (51-80%),-57.08539984,562.6516706,533.2648401,97.91456676,2.02813899,9.414197399,501.08,263.31,168.61,65.91460016,110.1457799,88.285007651,01093,395,240,123
Middle (81-120%),476.6167807,527.9672634,51.35048277,,0,,501.08,263.31,168.61,476.6167807,9.726073249,9.7260732359,01093,395,240,123
High (over 120%),453.784497,455.3283043,3.965465786,,2.421658495,,501.08,263.31,168.61,453.784497,0.339053662,0.3390536642,01093,395,240,123
Extremely low (0-30% AMI),1115.484687,2789.612756,1674.128069,,0,,1285.62,586.6,171.78,2099.484687,60.0129199,24.739206813,01095,984,518,147
Very low (31-50%),430.6960263,2086.803341,1558.795242,175.7023538,0,78.39028094,1285.62,586.6,171.78,948.6960263,79.36096719,54.538311893,01095,984,518,147
Low (51-80%),1174.953176,2091.30853,905.5429005,10.81245254,0,0,1285.62,586.6,171.78,1321.953176,43.81732012,36.788228182,01095,984,518,147
Middle (81-120%),1661.513541,1682.237408,20.72386738,,0,,1285.62,586.6,171.78,1661.513541,1.231922871,1.2319228488,01095,984,518,147
High (over 120%),1483.108074,1483.108074,,,,,1285.62,586.6,171.78,1483.108074,0,0,01095,984,518,147
Extremely low (0-30% AMI),10388,14570,4143,474,178,257,7806.96,2572.97,691.07,16435,28.702814,-12.80027454,01097,6047,2462,520
Very low (31-50%),4099,10297,5895,491,96,92,7806.96,2572.97,691.07,6561,60.19228902,36.282412353,01097,6047,2462,520
Low (51-80%),-8544,11388,16659,4447,93,1081,7806.96,2572.97,691.07,-8024,175.0263435,170.46013347,01097,6047,2462,520
Middle (81-120%),2045,9533,6343,1351,0,206,7806.96,2572.97,691.07,2045,78.54820099,78.548200986,01097,6047,2462,520
High (over 120%),9238,9706,233,235,0,0,7806.96,2572.97,691.07,9238,4.821759736,4.8217597362,01097,6047,2462,520
Extremely low (0-30% AMI),423.0384057,824.0066431,400.9682375,,0,,138.34,27.71,14.95,567.0384057,48.66080156,31.185214288,01099,144,34,12
Very low (31-50%),-52.67843056,309.3045464,361.982977,,0,,138.34,27.71,14.95,-18.67843056,117.03125,106.03884772,01099,144,34,12
Low (51-80%),-161.9015985,240.9997924,388.2416442,14.65974673,0,0,138.34,27.71,14.95,-149.9015985,167.1791444,162.19988698,01099,144,34,12
Middle (81-120%),277.0853228,328.4749844,51.38966162,,0,,138.34,27.71,14.95,277.0853228,15.64492398,15.644923979,01099,144,34,12
High (over 120%),289.65082,289.65082,,,,,138.34,27.71,14.95,289.65082,0,0,01099,144,34,12
Extremely low (0-30% AMI),8524.307371,11354.49878,2871.857962,,41.66655077,,4254.77,972.59,152.64,11522.307371,24.92572738,-1.477903994,01101,2998,749,106
Very low (31-50%),1055.051982,7796.158901,5388.969924,1560.136996,75,133,4254.77,972.59,152.64,1804.051982,86.46702825,76.859733044,01101,2998,749,106
Low (51-80%),-8070.079798,6130.481746,13505.88508,875.880911,11.20445063,170,4254.77,972.59,152.64,-7964.079798,231.6385911,229.90952633,01101,2998,749,106
Middle (81-120%),4478.005737,5386.023644,908.0179068,245,0,245,4254.77,972.59,152.64,4478.005737,16.85878056,16.858780559,01101,2998,749,106
High (over 120%),4836.423853,5479.423853,873.6455146,,230.6455146,,4254.77,972.59,152.64,4836.423853,11.7348104,11.734810397,01101,2998,749,106
Extremely low (0-30% AMI),2485.975549,4474.24552,2274.131636,,285.8616647,,1209.47,364.34,123.19,3358.975549,44.4381061,24.926436558,01103,873,321,113
Very low (31-50%),-482.3915592,2555.739407,2803.316028,234.8149389,0,0,1209.47,364.34,123.19,-161.3915592,118.8748336,106.31486758,01103,873,321,113
Low (51-80%),1135.78965,3511.163959,2358.358734,347.1177357,77.42086753,252.6812929,1209.47,364.34,123.19,1248.78965,67.65204749,64.4337415,01103,873,321,113
Middle (81-120%),1619.031988,2029.107352,410.0753643,,0,,1209.47,364.34,123.19,1619.031988,20.20964361,20.209643595,01103,873,321,113
High (over 120%),2166.082733,2195.009211,28.92647798,,0,,1209.47,364.34,123.19,2166.082733,1.317829457,1.3178294585,01103,873,321,113
Extremely low (0-30% AMI),191.7659607,507.6458937,281.4322718,49.80649093,0,15.3588298,196.75,70.42,49.83,342.7659607,62.22446333,32.479319748,01105,151,63,32
Very low (31-50%),62.31296663,245.3024532,182.9894865,10.97059272,0,10.97059272,196.75,70.42,49.83,125.31296663,74.59749553,48.914915038,01105,151,63,32
Low (51-80%),-50.4647265,189.791254,240.2559805,,0,,196.75,70.42,49.83,-18.4647265,126.5895954,109.72896596,01105,151,63,32
Middle (81-120%),123.4557367,137.4249581,13.96922139,,0,,196.75,70.42,49.83,123.4557367,10.16498137,10.164981378,01105,151,63,32
High (over 120%),107.5118086,107.5118086,,,,,196.75,70.42,49.83,107.5118086,0,0,01105,151,63,32
Extremely low (0-30% AMI),528.3728814,1132.861017,586.7525424,17.73559322,0,0,282.12,96.98,52.9,749.3728814,53.35942596,33.851295953,01107,221,86,42
Very low (31-50%),-328.8474576,314.8067797,535.3932203,108.261017,0,0,282.12,96.98,52.9,-242.8474576,204.4600939,177.14174956,01107,221,86,42
Low (51-80%),-16.99661017,305.9389831,322.9355932,,0,,282.12,96.98,52.9,25.00338983,105.5555556,91.827327928,01107,221,86,42
Middle (81-120%),229.4542373,317.0237288,87.56949153,,0,,282.12,96.98,52.9,229.4542373,27.62237762,27.622377616,01107,221,86,42
High (over 120%),376.8813559,389.4440678,12.56271186,,0,,282.12,96.98,52.9,376.8813559,3.225806452,3.2258064607,01107,221,86,42
Extremely low (0-30% AMI),1377.695077,1985.282151,766.3751898,,158.7881154,,562.98,199.8,90.22,1900.695077,30.60457044,4.260707928,01109,523,215,88
Very low (31-50%),-128.0641943,942.3916721,995.5124702,169.412275,0,94.46887877,562.98,199.8,90.22,86.9358057,113.5892748,90.774981542,01109,523,215,88
Low (51-80%),-190.0863153,1315.385817,1234.699631,305.2292344,0,34.4567339,562.98,199.8,90.22,-102.0863153,114.4509932,107.76094086,01109,523,215,88
Middle (81-120%),348.8744307,847.061375,498.1869443,,0,,562.98,199.8,90.22,348.8744307,58.81355932,58.813559324,01109,523,215,88
High (over 120%),813.7531989,830.1201475,16.3669486,,0,,562.98,199.8,90.22,813.7531989,1.971636112,1.9716361119,01109,523,215,88
Extremely low (0-30% AMI),269.6795873,678.293294,372.8565954,35.75711128,0,0,117.03,63.93,18.04,372.6795873,60.24144869,45.056277189,01111,103,62,11
Very low (31-50%),183.1528371,452.6959469,133.7479735,196.391157,0,60.59602063,117.03,63.93,18.04,245.1528371,59.5417546,45.84602783,01111,103,62,11
Low (51-80%),-106.5889462,518.0686809,608.2803242,31.66278556,15.28548268,0,117.03,63.93,18.04,-95.5889462,120.5742887,118.45101812,01111,103,62,11
Middle (81-120%),140.2988946,224.9149595,84.61606485,,0,,117.03,63.93,18.04,140.2988946,37.62135922,37.621359241,01111,103,62,11
High (over 120%),462.7952837,462.7952837,,,,,117.03,63.93,18.04,462.7952837,0,0,01111,103,62,11
Extremely low (0-30% AMI),1968.730427,2836.974192,1095.152462,,226.9086966,,1121.28,347.3,105.42,2831.730427,30.60457044,0.1848365422,01113,863,289,91
Very low (31-50%),-183.0041206,1346.680547,1422.590328,242.0906528,0,134.9963132,1121.28,347.3,105.42,105.9958794,113.5892748,92.129099983,01113,863,289,91
Low (51-80%),-271.6339189,1879.690306,1764.389503,436.1734982,0,49.23877684,1121.28,347.3,105.42,-180.6339189,114.4509932,109.6097702,01113,863,289,91
Middle (81-120%),498.5426155,1210.453264,711.9106485,,0,,1121.28,347.3,105.42,498.5426155,58.81355932,58.813559323,01113,863,289,91
High (over 120%),1162.85578,1186.244199,23.388419,,0,,1121.28,347.3,105.42,1162.85578,1.971636112,1.9716361117,01113,863,289,91
Extremely low (0-30% AMI),944.2270098,1994.736264,988.2952574,62.21399653,0,0,211.61,62.42,14.97,1135.2270098,52.66406758,43.08886692,01115,191,60,10
Very low (31-50%),22.03412377,1786.708213,1298.717178,465.9569115,0,0,211.61,62.42,14.97,82.03412377,98.76677548,95.408644614,01115,191,60,10
Low (51-80%),773.7865818,1343.433488,569.6469057,,0,,211.61,62.42,14.97,783.7865818,42.40231549,41.65795413,01115,191,60,10
Middle (81-120%),761.473395,1110.779063,520.3941585,,171.0884905,,211.61,62.42,14.97,761.473395,31.44690782,31.446907818,01115,191,60,10
High (over 120%),911.8238866,911.8238866,144.5179294,,144.5179294,,211.61,62.42,14.97,911.8238866,0,0,01115,191,60,10
Extremely low (0-30% AMI),3420,3861,567,,126,,346.55,124.96,38.49,3718,11.42191142,3.7037037037,01117,298,115,32
Very low (31-50%),83,1863,1780,,0,,346.55,124.96,38.49,198,95.54482018,89.371980676,01117,298,115,32
Low (51-80%),-2234,3731,5177,788,0,0,346.55,124.96,38.49,-2202,159.8767087,159.01902975,01117,298,115,32
Middle (81-120%),1031,2407,697,679,0,0,346.55,124.96,38.49,1031,57.16659742,57.166597424,01117,298,115,32
High (over 120%),4389,5431,638,404,0,0,346.55,124.96,38.49,4389,19.18615356,19.186153563,01117,298,115,32
Extremely low (0-30% AMI),355.9655645,942.3176901,522.4086546,92.4532988,0,28.50982782,359.2,81.07,26.73,671.9655645,62.22446333,28.690125256,01119,316,80,20
Very low (31-50%),115.6684443,455.3426787,339.6742343,20.36416273,0,20.36416273,359.2,81.07,26.73,195.6684443,74.59749553,57.028310006,01119,316,80,20
Low (51-80%),-93.67514856,352.3000152,445.9751638,,0,,359.2,81.07,26.73,-73.67514856,126.5895954,120.91261578,01119,316,80,20
Middle (81-120%),229.1647113,255.0950785,25.93036721,,0,,359.2,81.07,26.73,229.1647113,10.16498137,10.164981368,01119,316,80,20
High (over 120%),199.5687948,199.5687948,,,,,359.2,81.07,26.73,199.5687948,0,0,01119,316,80,20
Extremely low (0-30% AMI),1187.056153,2985.662491,1641.213265,157.393073,0,0,1016.92,384.76,155.32,2130.056153,60.24144869,28.657168738,01121,943,437,142
Very low (31-50%),806.1889462,1992.644363,588.7221813,864.4604274,0,266.7271923,1016.92,384.76,155.32,1243.1889462,59.5417546,37.611097631,01121,943,437,142
Low (51-80%),-469.1755343,2280.397347,2677.484451,139.3709654,67.282535,0,1016.92,384.76,155.32,-327.1755343,120.5742887,114.34730376,01121,943,437,142
Middle (81-120%),617.5575534,990.0144436,372.4568902,,0,,1016.92,384.76,155.32,617.5575534,37.62135922,37.621359224,01121,943,437,142
High (over 120%),2037.098895,2037.098895,,,,,1016.92,384.76,155.32,2037.098895,0,0,01121,943,437,142
Extremely low (0-30% AMI),450.6856436,1155.563119,760.3316832,,55.45420792,,555.66,288.96,88.38,912.6856436,60.99861304,21.018105494,01123,462,253,79
Very low (31-50%),59.62128713,678.5928218,507.7425743,151.9381188,19.55321782,21.15594059,555.66,288.96,88.38,312.62128713,91.21398205,53.930946941,01123,462,253,79
Low (51-80%),141.039604,1036.320545,753.9207921,141.3601485,0,0,555.66,288.96,88.38,220.039604,86.39034952,78.76722554,01123,462,253,79
Middle (81-120%),606.1497525,764.8193069,158.6695545,,0,,555.66,288.96,88.38,606.1497525,20.74601844,20.746018434,01123,462,253,79
High (over 120%),554.5420792,554.5420792,,,,,555.66,288.96,88.38,554.5420792,0,0,01123,462,253,79
Extremely low (0-30% AMI),6756.627119,9320.138983,2244.247458,319.2644068,0,0,2329.72,796.46,167.82,9148.627119,27.50508194,1.8402286094,01125,2392,839,154
Very low (31-50%),-53.15254237,4787.19322,4310.60678,529.7389831,0,0,2329.72,796.46,167.82,785.84745763,101.110307,83.584379792,01125,2392,839,154
Low (51-80%),-5738.00339,3378.061017,7787.064407,1329,0,0,2329.72,796.46,167.82,-5584.00339,269.8608569,265.30202865,01125,2392,839,154
Middle (81-120%),1944.545763,3561.976271,1617.430509,,0,,2329.72,796.46,167.82,1944.545763,45.40823367,45.408233659,01125,2392,839,154
High (over 120%),2498.118644,2798.555932,300.4372881,,0,,2329.72,796.46,167.82,2498.118644,10.73543983,10.735439823,01125,2392,839,154
Extremely low (0-30% AMI),678.339075,1754.154082,1133.377065,,57.56205757,,745.08,338.46,201.46,1236.339075,61.32956153,29.519357069,01127,558,298,129
Very low (31-50%),464.9624823,1565.588721,1100.626239,,0,,745.08,338.46,201.46,762.9624823,70.30110935,51.266736144,01127,558,298,129
Low (51-80%),12.40561586,1178.533506,999.3964134,166.7314771,0,0,745.08,338.46,201.46,141.40561586,98.94736842,88.001561675,01127,558,298,129
Middle (81-120%),997.9077395,1097.152666,99.24492685,,0,,745.08,338.46,201.46,997.9077395,9.045680688,9.0456806583,01127,558,298,129
High (over 120%),926.4513922,926.4513922,,,,,745.08,338.46,201.46,926.4513922,0,0,01127,558,298,129
Extremely low (0-30% AMI),135.197841,263.3423293,128.1444883,,0,,18,8.1,3.9,154.197841,48.66080156,41.445858169,01129,19,9,4
Very low (31-50%),-16.83537471,98.84990658,115.6852813,,0,,18,8.1,3.9,-7.83537471,117.03125,107.92653729,01129,19,9,4
Low (51-80%),-51.74174798,77.02055221,124.0772265,4.685073697,0,0,18,8.1,3.9,-47.74174798,167.1791444,161.98572538,01129,19,9,4
Middle (81-120%),88.55304131,104.9765414,16.4235001,,0,,18,8.1,3.9,88.55304131,15.64492398,15.644923972,01129,19,9,4
High (over 120%),92.56881877,92.56881877,,,,,18,8.1,3.9,92.56881877,0,0,01129,19,9,4
Extremely low (0-30% AMI),207.7031347,404.570272,196.8671372,,0,,134.32,11.68,0,289.7031347,48.66080156,28.392382053,01131,82,12,
Very low (31-50%),-25.86402325,151.8621549,177.7261781,,0,,134.32,11.68,0,-13.86402325,117.03125,109.12934711,01131,82,12,
Low (51-80%),-79.49034669,118.325929,190.6186423,7.197633382,0,0,134.32,11.68,0,-79.49034669,167.1791444,167.17914439,01131,82,12,
